"No.","Time","Source","Destination","Protocol","Length","Info"
"1891","4.907776178","134.224.67.86","192.168.1.44","UDP","1194","8801  >  57091 Len=1152"
"1892","4.916459324","134.224.67.86","192.168.1.44","UDP","1226","8801  >  57091 Len=1184"
"1895","4.917925928","134.224.67.86","192.168.1.44","UDP","1009","8801  >  57091 Len=967"
"1896","4.927698437","134.224.67.86","192.168.1.44","UDP","1008","8801  >  57091 Len=966"
"1897","4.927818887","134.224.67.86","192.168.1.44","UDP","1008","8801  >  57091 Len=966"
"1903","4.950548182","134.224.67.86","192.168.1.44","UDP","1008","8801  >  57091 Len=966"
"1904","4.952941024","134.224.67.86","192.168.1.44","UDP","185","8801  >  53820 Len=143"
"1911","4.991786494","134.224.67.86","192.168.1.44","UDP","208","8801  >  53820 Len=166"
"1913","5.002446200","134.224.67.86","192.168.1.44","UDP","1190","8801  >  57091 Len=1148"
"1914","5.002621083","134.224.67.86","192.168.1.44","UDP","1190","8801  >  57091 Len=1148"
"1915","5.011589877","134.224.67.86","192.168.1.44","UDP","1189","8801  >  57091 Len=1147"
"1916","5.011657698","134.224.67.86","192.168.1.44","UDP","371","8801  >  53820 Len=329"
"1917","5.011678009","134.224.67.86","192.168.1.44","UDP","316","8801  >  53820 Len=274"
"1922","5.047489811","134.224.67.86","192.168.1.44","UDP","1189","8801  >  57091 Len=1147"
"1923","5.047645251","134.224.67.86","192.168.1.44","UDP","1189","8801  >  57091 Len=1147"
"1927","5.048912511","134.224.67.86","192.168.1.44","UDP","1189","8801  >  57091 Len=1147"
"1928","5.049093427","134.224.67.86","192.168.1.44","UDP","1221","8801  >  57091 Len=1179"
"1929","5.050188734","134.224.67.86","192.168.1.44","UDP","312","8801  >  53820 Len=270"
"1930","5.050235958","134.224.67.86","192.168.1.44","UDP","298","8801  >  53820 Len=256"
"1932","5.068868946","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"1933","5.071794482","134.224.67.86","192.168.1.44","UDP","1206","8801  >  57091 Len=1164"
"1934","5.072467878","134.224.67.86","192.168.1.44","UDP","295","8801  >  53820 Len=253"
"1939","5.100060501","134.224.67.86","192.168.1.44","UDP","1206","8801  >  57091 Len=1164"
"1941","5.111117499","134.224.67.86","192.168.1.44","UDP","300","8801  >  53820 Len=258"
"1942","5.111168091","134.224.67.86","192.168.1.44","UDP","376","8801  >  53820 Len=334"
"1943","5.121222816","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"1944","5.140292201","134.224.67.86","192.168.1.44","UDP","1170","8801  >  57091 Len=1128"
"1945","5.140448153","134.224.67.86","192.168.1.44","UDP","1170","8801  >  57091 Len=1128"
"1946","5.150217856","134.224.67.86","192.168.1.44","UDP","1170","8801  >  57091 Len=1128"
"1949","5.151319083","134.224.67.86","192.168.1.44","UDP","293","8801  >  53820 Len=251"
"1954","5.181272850","134.224.67.86","192.168.1.44","UDP","1170","8801  >  57091 Len=1128"
"1955","5.181302807","134.224.67.86","192.168.1.44","UDP","1170","8801  >  57091 Len=1128"
"1957","5.181818654","134.224.67.86","192.168.1.44","TLSv1.2","145","Application Data"
"1959","5.192432103","134.224.67.86","192.168.1.44","UDP","1201","8801  >  57091 Len=1159"
"1960","5.192573554","134.224.67.86","192.168.1.44","UDP","1064","8801  >  57091 Len=1022"
"1961","5.193372034","134.224.67.86","192.168.1.44","UDP","371","8801  >  53820 Len=329"
"1962","5.193429840","134.224.67.86","192.168.1.44","UDP","370","8801  >  53820 Len=328"
"1966","5.202462986","134.224.67.86","192.168.1.44","UDP","1063","8801  >  57091 Len=1021"
"1967","5.202614497","134.224.67.86","192.168.1.44","UDP","1063","8801  >  57091 Len=1021"
"1968","5.211402546","134.224.67.86","192.168.1.44","UDP","1063","8801  >  57091 Len=1021"
"1971","5.213417609","134.224.67.86","192.168.1.44","UDP","353","8801  >  53820 Len=311"
"1972","5.214828261","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=1111 Ack=1994 Win=16 Len=0 TSval=1380034557 TSecr=3700326738"
"1973","5.237710798","134.224.67.86","192.168.1.44","UDP","347","8801  >  53820 Len=305"
"1974","5.237738639","134.224.67.86","192.168.1.44","UDP","343","8801  >  53820 Len=301"
"1975","5.252196566","134.224.67.86","192.168.1.44","UDP","1273","8801  >  57091 Len=1231"
"1976","5.252364160","134.224.67.86","192.168.1.44","UDP","1273","8801  >  57091 Len=1231"
"1977","5.252992312","134.224.67.86","192.168.1.44","UDP","334","8801  >  53820 Len=292"
"1984","5.291303883","134.224.67.86","192.168.1.44","UDP","1273","8801  >  57091 Len=1231"
"1985","5.291474099","134.224.67.86","192.168.1.44","UDP","1273","8801  >  57091 Len=1231"
"1987","5.294775688","134.224.67.86","192.168.1.44","UDP","336","8801  >  53820 Len=294"
"1988","5.294815269","134.224.67.86","192.168.1.44","UDP","328","8801  >  53820 Len=286"
"1990","5.310986550","134.224.67.86","192.168.1.44","UDP","1272","8801  >  57091 Len=1230"
"1991","5.311162348","134.224.67.86","192.168.1.44","UDP","1304","8801  >  57091 Len=1262"
"1996","5.344894554","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"2002","5.381353978","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=1205 Ack=2044 Win=16 Len=0 TSval=1380034719 TSecr=3700326902"
"2006","5.402731873","134.224.67.86","192.168.1.44","UDP","1197","8801  >  57091 Len=1155"
"2007","5.402888883","134.224.67.86","192.168.1.44","UDP","1197","8801  >  57091 Len=1155"
"2010","5.412833989","134.224.67.86","192.168.1.44","UDP","1197","8801  >  57091 Len=1155"
"2011","5.412984815","134.224.67.86","192.168.1.44","UDP","1153","8801  >  57091 Len=1111"
"2012","5.415184746","134.224.67.86","192.168.1.44","UDP","304","8801  >  53820 Len=262"
"2013","5.415231523","134.224.67.86","192.168.1.44","UDP","303","8801  >  53820 Len=261"
"2014","5.415284826","134.224.67.86","192.168.1.44","UDP","301","8801  >  53820 Len=259"
"2015","5.422890928","134.224.67.86","192.168.1.44","UDP","1153","8801  >  57091 Len=1111"
"2016","5.423048078","134.224.67.86","192.168.1.44","UDP","1153","8801  >  57091 Len=1111"
"2017","5.423062729","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2018","5.437235467","134.224.67.86","192.168.1.44","UDP","1153","8801  >  57091 Len=1111"
"2019","5.437374700","134.224.67.86","192.168.1.44","UDP","1152","8801  >  57091 Len=1110"
"2020","5.437403606","134.224.67.86","192.168.1.44","UDP","173","8801  >  53820 Len=131"
"2021","5.437412283","134.224.67.86","192.168.1.44","UDP","178","8801  >  53820 Len=136"
"2022","5.437433952","134.224.67.86","192.168.1.44","UDP","176","8801  >  53820 Len=134"
"2027","5.443951884","134.224.67.86","192.168.1.44","UDP","1184","8801  >  57091 Len=1142"
"2028","5.456977564","134.224.67.86","192.168.1.44","UDP","166","8801  >  53820 Len=124"
"2029","5.475339061","134.224.67.86","192.168.1.44","UDP","1302","8801  >  57091 Len=1260"
"2030","5.480356429","134.224.67.86","192.168.1.44","UDP","167","8801  >  53820 Len=125"
"2031","5.480414308","134.224.67.86","192.168.1.44","UDP","162","8801  >  53820 Len=120"
"2032","5.486555861","134.224.67.86","192.168.1.44","UDP","1301","8801  >  57091 Len=1259"
"2033","5.493791368","134.224.67.86","192.168.1.44","UDP","1301","8801  >  57091 Len=1259"
"2034","5.493910288","134.224.67.86","192.168.1.44","UDP","1012","8801  >  57091 Len=970"
"2040","5.505002375","134.224.67.86","192.168.1.44","UDP","1012","8801  >  57091 Len=970"
"2044","5.525492791","134.224.67.86","192.168.1.44","UDP","1012","8801  >  57091 Len=970"
"2045","5.525628960","134.224.67.86","192.168.1.44","UDP","1012","8801  >  57091 Len=970"
"2046","5.535073973","134.224.67.86","192.168.1.44","UDP","1011","8801  >  57091 Len=969"
"2047","5.535214188","134.224.67.86","192.168.1.44","UDP","1043","8801  >  57091 Len=1001"
"2048","5.537708804","134.224.67.86","192.168.1.44","UDP","161","8801  >  53820 Len=119"
"2049","5.537728035","134.224.67.86","192.168.1.44","UDP","166","8801  >  53820 Len=124"
"2052","5.555327433","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"2053","5.555484915","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"2054","5.565643075","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"2057","5.566557464","134.224.67.86","192.168.1.44","UDP","172","8801  >  53820 Len=130"
"2058","5.566601552","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2064","5.627829012","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"2065","5.627974149","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"2068","5.634989867","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"2070","5.666776140","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"2071","5.666914933","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"2074","5.669014221","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2077","5.676272052","134.224.67.86","192.168.1.44","UDP","1125","8801  >  57091 Len=1083"
"2078","5.677429910","134.224.67.86","192.168.1.44","TLSv1.2","145","Application Data"
"2080","5.696682012","134.224.67.86","192.168.1.44","UDP","1067","8801  >  57091 Len=1025"
"2082","5.706373161","134.224.67.86","192.168.1.44","UDP","1067","8801  >  57091 Len=1025"
"2083","5.706504693","134.224.67.86","192.168.1.44","UDP","1067","8801  >  57091 Len=1025"
"2085","5.709814919","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=1284 Ack=2094 Win=16 Len=0 TSval=1380035051 TSecr=3700327234"
"2086","5.716371369","134.224.67.86","192.168.1.44","UDP","1066","8801  >  57091 Len=1024"
"2088","5.723964219","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2095","5.759894416","134.224.67.86","192.168.1.44","UDP","1300","8801  >  57091 Len=1258"
"2097","5.764408295","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2098","5.764588099","134.224.67.86","192.168.1.44","UDP","1299","8801  >  57091 Len=1257"
"2099","5.777753546","134.224.67.86","192.168.1.44","UDP","1299","8801  >  57091 Len=1257"
"2102","5.789691402","134.224.67.86","192.168.1.44","UDP","1299","8801  >  57091 Len=1257"
"2104","5.789879317","134.224.67.86","192.168.1.44","UDP","1299","8801  >  57091 Len=1257"
"2106","5.790065258","134.224.67.86","192.168.1.44","UDP","1331","8801  >  57091 Len=1289"
"2108","5.817688732","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2109","5.818733539","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2110","5.838805203","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2115","5.861427257","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2119","5.881611763","134.224.67.86","192.168.1.44","UDP","1139","8801  >  57091 Len=1097"
"2120","5.881766043","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"2121","5.881786175","134.224.67.86","192.168.1.44","UDP","106","8801  >  53820 Len=64"
"2122","5.892998559","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"2128","5.920159366","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"2129","5.921449575","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"2130","5.930230736","134.224.67.86","192.168.1.44","UDP","1170","8801  >  57091 Len=1128"
"2131","5.940293977","134.224.67.86","192.168.1.44","UDP","1029","8801  >  57091 Len=987"
"2132","5.940429822","134.224.67.86","192.168.1.44","UDP","1028","8801  >  57091 Len=986"
"2133","5.951207409","134.224.67.86","192.168.1.44","UDP","1028","8801  >  57091 Len=986"
"2134","5.952519351","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2135","5.961513171","134.224.67.86","192.168.1.44","UDP","1028","8801  >  57091 Len=986"
"2147","6.021241509","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2150","6.050234934","134.224.67.86","192.168.1.44","UDP","1282","8801  >  57091 Len=1240"
"2151","6.050405095","134.224.67.86","192.168.1.44","UDP","1282","8801  >  57091 Len=1240"
"2153","6.053793364","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2154","6.072837027","134.224.67.86","192.168.1.44","UDP","1282","8801  >  57091 Len=1240"
"2155","6.073013104","134.224.67.86","192.168.1.44","UDP","1282","8801  >  57091 Len=1240"
"2158","6.082674111","134.224.67.86","192.168.1.44","UDP","1282","8801  >  57091 Len=1240"
"2159","6.082836751","134.224.67.86","192.168.1.44","UDP","1313","8801  >  57091 Len=1271"
"2160","6.092642839","134.224.67.86","192.168.1.44","UDP","1040","8801  >  57091 Len=998"
"2161","6.092733114","134.224.67.86","192.168.1.44","UDP","1040","8801  >  57091 Len=998"
"2167","6.103038159","134.224.67.86","192.168.1.44","UDP","1040","8801  >  57091 Len=998"
"2169","6.132686123","134.224.67.86","192.168.1.44","UDP","1039","8801  >  57091 Len=997"
"2174","6.155079224","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2175","6.186302035","134.224.67.86","192.168.1.44","UDP","94","8801  >  57091 Len=52"
"2176","6.193868112","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"2177","6.194029758","134.224.67.86","192.168.1.44","UDP","1208","8801  >  57091 Len=1166"
"2186","6.234984897","134.224.67.86","192.168.1.44","UDP","1208","8801  >  57091 Len=1166"
"2187","6.235149859","134.224.67.86","192.168.1.44","UDP","1208","8801  >  57091 Len=1166"
"2188","6.245272245","134.224.67.86","192.168.1.44","UDP","1208","8801  >  57091 Len=1166"
"2190","6.245437681","134.224.67.86","192.168.1.44","UDP","1208","8801  >  57091 Len=1166"
"2192","6.255297715","134.224.67.86","192.168.1.44","UDP","1208","8801  >  57091 Len=1166"
"2193","6.255465838","134.224.67.86","192.168.1.44","UDP","1240","8801  >  57091 Len=1198"
"2196","6.266206114","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2197","6.276270672","134.224.67.86","192.168.1.44","UDP","1296","8801  >  57091 Len=1254"
"2198","6.286459857","134.224.67.86","192.168.1.44","UDP","1296","8801  >  57091 Len=1254"
"2199","6.286639248","134.224.67.86","192.168.1.44","UDP","1296","8801  >  57091 Len=1254"
"2205","6.323621590","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2208","6.327723269","134.224.67.86","192.168.1.44","UDP","1296","8801  >  57091 Len=1254"
"2209","6.327887606","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"2210","6.335253030","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"2213","6.336340158","134.224.67.86","192.168.1.44","UDP","1201","8801  >  57091 Len=1159"
"2215","6.346284594","134.224.67.86","192.168.1.44","UDP","1201","8801  >  57091 Len=1159"
"2216","6.346447196","134.224.67.86","192.168.1.44","UDP","1201","8801  >  57091 Len=1159"
"2219","6.347399374","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2220","6.347422390","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"2226","6.378965901","134.224.67.86","192.168.1.44","UDP","1201","8801  >  57091 Len=1159"
"2227","6.379146463","134.224.67.86","192.168.1.44","UDP","1233","8801  >  57091 Len=1191"
"2228","6.379819657","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=1378 Ack=2144 Win=16 Len=0 TSval=1380035721 TSecr=3700327904"
"2229","6.386303174","134.224.67.86","192.168.1.44","UDP","1265","8801  >  57091 Len=1223"
"2231","6.406484694","134.224.67.86","192.168.1.44","UDP","1265","8801  >  57091 Len=1223"
"2232","6.416526980","134.224.67.86","192.168.1.44","UDP","1265","8801  >  57091 Len=1223"
"2233","6.416691060","134.224.67.86","192.168.1.44","UDP","1264","8801  >  57091 Len=1222"
"2234","6.416856981","134.224.67.86","192.168.1.44","UDP","1183","8801  >  57091 Len=1141"
"2235","6.426283504","134.224.67.86","192.168.1.44","UDP","1183","8801  >  57091 Len=1141"
"2243","6.480994707","134.224.67.86","192.168.1.44","UDP","1183","8801  >  57091 Len=1141"
"2244","6.481146999","134.224.67.86","192.168.1.44","UDP","1183","8801  >  57091 Len=1141"
"2245","6.481159797","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2246","6.482032900","134.224.67.86","192.168.1.44","UDP","1182","8801  >  57091 Len=1140"
"2247","6.482182294","134.224.67.86","192.168.1.44","UDP","1182","8801  >  57091 Len=1140"
"2250","6.497513261","134.224.67.86","192.168.1.44","UDP","1182","8801  >  57091 Len=1140"
"2251","6.497669115","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2255","6.507773856","134.224.67.86","192.168.1.44","UDP","1098","8801  >  57091 Len=1056"
"2256","6.517739003","134.224.67.86","192.168.1.44","UDP","1098","8801  >  57091 Len=1056"
"2257","6.517883075","134.224.67.86","192.168.1.44","UDP","1098","8801  >  57091 Len=1056"
"2258","6.528805449","134.224.67.86","192.168.1.44","UDP","1097","8801  >  57091 Len=1055"
"2307","6.563733278","134.224.67.86","192.168.1.44","UDP","1097","8801  >  57091 Len=1055"
"2308","6.563916419","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"2338","6.569514520","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"2339","6.570014873","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2342","6.579072290","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"2344","6.601255400","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"2345","6.601424934","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"2351","6.637231065","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"2353","6.641226389","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2354","6.641408472","134.224.67.86","192.168.1.44","UDP","1314","8801  >  57091 Len=1272"
"2355","6.641570833","134.224.67.86","192.168.1.44","UDP","1150","8801  >  57091 Len=1108"
"2356","6.641732663","134.224.67.86","192.168.1.44","UDP","1150","8801  >  57091 Len=1108"
"2357","6.643904999","134.224.67.86","192.168.1.44","UDP","1150","8801  >  57091 Len=1108"
"2358","6.651487196","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2366","6.685751402","134.224.67.86","192.168.1.44","UDP","159","8801  >  57091 Len=117"
"2367","6.685915746","134.224.67.86","192.168.1.44","UDP","1149","8801  >  57091 Len=1107"
"2369","6.700052404","134.224.67.86","192.168.1.44","UDP","1276","8801  >  57091 Len=1234"
"2371","6.712301811","134.224.67.86","192.168.1.44","UDP","1276","8801  >  57091 Len=1234"
"2376","6.733146936","134.224.67.86","192.168.1.44","UDP","1276","8801  >  57091 Len=1234"
"2377","6.740140189","134.224.67.86","192.168.1.44","UDP","1276","8801  >  57091 Len=1234"
"2378","6.741433542","134.224.67.86","192.168.1.44","UDP","1276","8801  >  57091 Len=1234"
"2379","6.751918672","134.224.67.86","192.168.1.44","UDP","1275","8801  >  57091 Len=1233"
"2380","6.761469770","134.224.67.86","192.168.1.44","UDP","1307","8801  >  57091 Len=1265"
"2381","6.770077438","134.224.67.86","192.168.1.44","UDP","1077","8801  >  57091 Len=1035"
"2382","6.772471454","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2387","6.791432802","134.224.67.86","192.168.1.44","UDP","1077","8801  >  57091 Len=1035"
"2388","6.791578397","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"2389","6.801422760","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"2390","6.801558992","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"2459","6.832756019","134.224.67.86","192.168.1.44","UDP","1215","8801  >  57091 Len=1173"
"2460","6.832905868","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2465","6.851273251","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2466","6.851413993","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2467","6.852327040","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2468","6.862698869","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2471","6.890261272","134.224.67.86","192.168.1.44","UDP","106","8801  >  53820 Len=64"
"2472","6.892620726","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2473","6.892769167","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"2474","6.902594367","134.224.67.86","192.168.1.44","UDP","1246","8801  >  57091 Len=1204"
"2475","6.902745345","134.224.67.86","192.168.1.44","UDP","1246","8801  >  57091 Len=1204"
"2481","6.918936817","134.224.67.86","192.168.1.44","UDP","1246","8801  >  57091 Len=1204"
"2482","6.919078540","134.224.67.86","192.168.1.44","UDP","1245","8801  >  57091 Len=1203"
"2486","6.927647646","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2490","6.952962120","134.224.67.86","192.168.1.44","UDP","1245","8801  >  57091 Len=1203"
"2492","6.954855480","134.224.67.86","192.168.1.44","UDP","1258","8801  >  57091 Len=1216"
"2493","6.964021430","134.224.67.86","192.168.1.44","UDP","1258","8801  >  57091 Len=1216"
"2496","6.975229108","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2497","6.993775059","134.224.67.86","192.168.1.44","UDP","1257","8801  >  57091 Len=1215"
"2498","6.993920971","134.224.67.86","192.168.1.44","UDP","1257","8801  >  57091 Len=1215"
"2501","7.003226590","134.224.67.86","192.168.1.44","UDP","1257","8801  >  57091 Len=1215"
"2502","7.004039615","134.224.67.86","192.168.1.44","UDP","1257","8801  >  57091 Len=1215"
"2503","7.014000891","134.224.67.86","192.168.1.44","UDP","1257","8801  >  57091 Len=1215"
"2504","7.014165315","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"2518","7.043803859","134.224.67.86","192.168.1.44","UDP","1198","8801  >  57091 Len=1156"
"2519","7.043949834","134.224.67.86","192.168.1.44","UDP","1198","8801  >  57091 Len=1156"
"2521","7.053877270","134.224.67.86","192.168.1.44","UDP","1198","8801  >  57091 Len=1156"
"2522","7.054932107","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2523","7.063820682","134.224.67.86","192.168.1.44","UDP","1197","8801  >  57091 Len=1155"
"2524","7.063968493","134.224.67.86","192.168.1.44","UDP","1197","8801  >  57091 Len=1155"
"2531","7.105201578","134.224.67.86","192.168.1.44","UDP","1280","8801  >  57091 Len=1238"
"2532","7.114993943","134.224.67.86","192.168.1.44","UDP","1280","8801  >  57091 Len=1238"
"2539","7.152788617","134.224.67.86","192.168.1.44","UDP","1280","8801  >  57091 Len=1238"
"2540","7.161395331","134.224.67.86","192.168.1.44","UDP","1280","8801  >  57091 Len=1238"
"2541","7.161544412","134.224.67.86","192.168.1.44","UDP","1279","8801  >  57091 Len=1237"
"2542","7.161712544","134.224.67.86","192.168.1.44","UDP","1279","8801  >  57091 Len=1237"
"2544","7.165078876","134.224.67.86","192.168.1.44","UDP","1279","8801  >  57091 Len=1237"
"2545","7.165227467","134.224.67.86","192.168.1.44","UDP","1311","8801  >  57091 Len=1269"
"2546","7.166142402","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2547","7.185171422","134.224.67.86","192.168.1.44","UDP","1124","8801  >  57091 Len=1082"
"2548","7.186182309","134.224.67.86","192.168.1.44","UDP","1124","8801  >  57091 Len=1082"
"2551","7.198028860","134.224.67.86","192.168.1.44","UDP","1124","8801  >  57091 Len=1082"
"2555","7.216465434","134.224.67.86","192.168.1.44","UDP","1123","8801  >  57091 Len=1081"
"2556","7.219808923","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"2568","7.267778440","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"2570","7.276382321","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"2572","7.286192588","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"2573","7.287635727","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"2574","7.287656001","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2575","7.300057817","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"2581","7.317508429","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"2582","7.317671022","134.224.67.86","192.168.1.44","UDP","1268","8801  >  57091 Len=1226"
"2583","7.327581407","134.224.67.86","192.168.1.44","UDP","1087","8801  >  57091 Len=1045"
"2584","7.327712745","134.224.67.86","192.168.1.44","UDP","1087","8801  >  57091 Len=1045"
"2585","7.337400638","134.224.67.86","192.168.1.44","UDP","1087","8801  >  57091 Len=1045"
"2586","7.359117980","134.224.67.86","192.168.1.44","UDP","1086","8801  >  57091 Len=1044"
"2587","7.359217831","134.224.67.86","192.168.1.44","UDP","1086","8801  >  57091 Len=1044"
"2588","7.367641426","134.224.67.86","192.168.1.44","UDP","1248","8801  >  57091 Len=1206"
"2589","7.367779222","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"2592","7.368785115","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"2597","7.392346338","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"2601","7.409154340","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"2602","7.409320364","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"2603","7.414924591","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=1472 Ack=2194 Win=16 Len=0 TSval=1380036757 TSecr=3700328939"
"2604","7.417487203","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"2607","7.429044434","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"2608","7.429222966","134.224.67.86","192.168.1.44","UDP","1279","8801  >  57091 Len=1237"
"2609","7.429883099","134.224.67.86","192.168.1.44","TLSv1.2","145","Application Data"
"2613","7.459375926","134.224.67.86","192.168.1.44","UDP","1116","8801  >  57091 Len=1074"
"2614","7.470557924","134.224.67.86","192.168.1.44","UDP","1116","8801  >  57091 Len=1074"
"2615","7.470699863","134.224.67.86","192.168.1.44","UDP","1115","8801  >  57091 Len=1073"
"2616","7.471216640","134.224.67.86","192.168.1.44","UDP","183","8801  >  53820 Len=141"
"2617","7.471254307","134.224.67.86","192.168.1.44","UDP","192","8801  >  53820 Len=150"
"2618","7.479031093","134.224.67.86","192.168.1.44","UDP","1115","8801  >  57091 Len=1073"
"2620","7.479177333","134.224.67.86","192.168.1.44","UDP","1115","8801  >  57091 Len=1073"
"2622","7.488898945","134.224.67.86","192.168.1.44","UDP","1194","8801  >  57091 Len=1152"
"2625","7.490323739","134.224.67.86","192.168.1.44","UDP","186","8801  >  53820 Len=144"
"2631","7.510305596","134.224.67.86","192.168.1.44","UDP","1193","8801  >  57091 Len=1151"
"2632","7.510467339","134.224.67.86","192.168.1.44","UDP","1193","8801  >  57091 Len=1151"
